"","Year","Educ_H","Educ_W"
"3903",2015,3,3
"3904",2015,3,4
"3905",2015,3,3
"3906",2015,3,5
"3907",2015,3,4
"3908",2015,3,3
"3909",2015,3,2
"3910",2015,2,3
"3911",2015,4,3
"3912",2015,2,4
"3913",2015,3,3
"3914",2015,3,3
"3915",2015,5,5
"3916",2015,4,4
"3917",2015,5,5
"3918",2015,3,3
"3919",2015,3,5
"3920",2015,3,3
"3921",2015,3,3
"3922",2015,3,4
"3923",2015,2,3
"3924",2015,2,1
"3925",2015,3,3
"3926",2015,2,3
"3927",2015,5,5
"3928",2015,2,2
"3929",2015,3,3
"3930",2015,3,4
"3931",2015,2,5
"3932",2015,4,3
"3933",2015,3,3
"3934",2015,2,1
"3935",2015,3,3
"3936",2015,5,5
"3937",2015,4,4
"3938",2015,3,2
"3939",2015,4,3
"3940",2015,3,3
"3941",2015,3,3
"3942",2015,2,1
"3943",2015,3,3
"3944",2015,3,3
"3945",2015,3,3
"3946",2015,2,3
"3947",2015,3,3
"3948",2015,2,3
"3949",2015,3,3
"3950",2015,3,3
"3951",2015,3,3
"3952",2015,3,3
"3953",2015,3,5
"3954",2015,3,2
"3955",2015,3,4
"3956",2015,3,2
"3957",2015,3,3
"3958",2015,1,4
"3959",2015,2,3
"3960",2015,5,3
"3961",2015,2,2
"3962",2015,2,3
"3963",2015,3,2
"3964",2015,3,2
"3965",2015,3,3
"3966",2015,2,3
"3967",2015,3,3
"3968",2015,4,3
"3969",2015,4,3
"3970",2015,3,3
"3971",2015,3,2
"3972",2015,3,3
"3973",2015,2,1
"3974",2015,5,5
"3975",2015,2,2
"3976",2015,3,2
"3977",2015,3,5
"3978",2015,3,2
"3979",2015,3,3
"3980",2015,3,3
"3981",2015,3,3
"3982",2015,4,3
"3983",2015,2,3
"3984",2015,3,1
"3985",2015,4,5
"3986",2015,2,2
"3987",2015,5,5
"3988",2015,3,5
"3989",2015,5,5
"3990",2015,3,3
"3991",2015,2,2
"3992",2015,2,1
"3993",2015,3,3
"3994",2015,3,4
"3995",2015,3,3
"3996",2015,4,4
"3997",2015,4,5
"3998",2015,5,3
"3999",2015,4,4
"4000",2015,4,5
"4001",2015,3,5
"4002",2015,3,3
"4003",2015,3,3
"4004",2015,3,3
"4005",2015,3,2
"4006",2015,3,3
"4007",2015,5,5
"4008",2015,5,5
"4009",2015,3,4
"4010",2015,3,3
"4011",2015,3,5
"4012",2015,5,5
"4013",2015,4,5
"4014",2015,2,2
"4015",2015,4,4
"4016",2015,2,2
"4017",2015,4,4
"4018",2015,5,5
"4019",2015,3,2
"4020",2015,2,2
"4021",2015,2,2
"4022",2015,2,3
"4023",2015,4,5
"4024",2015,3,3
"4025",2015,4,5
"4026",2015,3,4
"4027",2015,5,5
"4028",2015,3,4
"4029",2015,5,5
"4030",2015,5,5
"4031",2015,5,5
"4032",2015,5,4
"4033",2015,4,4
"4034",2015,3,1
"4035",2015,4,4
"4036",2015,2,4
"4037",2015,3,4
"4038",2015,3,3
"4039",2015,4,5
"4040",2015,3,3
"4041",2015,3,3
"4042",2015,2,1
"4043",2015,2,2
"4044",2015,3,3
"4045",2015,4,3
"4046",2015,3,3
"4047",2015,3,3
"4048",2015,3,3
"4049",2015,2,2
"4050",2015,3,3
"4051",2015,3,3
"4052",2015,3,4
"4053",2015,3,3
"4054",2015,3,3
"4055",2015,3,2
"4056",2015,3,3
"4057",2015,3,4
"4058",2015,2,3
"4059",2015,4,4
"4060",2015,4,5
"4061",2015,5,5
"4062",2015,5,5
"4063",2015,4,4
"4064",2015,5,5
"4065",2015,3,3
"4066",2015,4,3
"4067",2015,3,2
"4068",2015,2,2
"4069",2015,5,5
"4070",2015,3,3
"4071",2015,2,3
"4072",2015,2,3
"4073",2015,5,5
"4074",2015,2,3
"4075",2015,2,2
"4076",2015,3,2
"4077",2015,3,3
"4078",2015,3,4
"4079",2015,3,3
"4080",2015,3,3
"4081",2015,3,3
"4082",2015,3,3
"4083",2015,5,3
"4084",2015,4,5
"4085",2015,2,3
"4086",2015,2,2
"4087",2015,5,5
"4088",2015,5,3
"4089",2015,3,2
"4090",2015,1,3
"4091",2015,3,3
"4092",2015,3,5
"4093",2015,4,4
"4094",2015,3,3
"4095",2015,2,2
"4096",2015,3,2
"4097",2015,2,2
"4098",2015,2,4
"4099",2015,3,4
"4100",2015,5,5
"4101",2015,4,3
"4102",2015,4,5
"4103",2015,4,4
"4104",2015,2,3
"4105",2015,3,3
"4106",2015,2,2
"4107",2015,3,3
"4108",2015,3,3
"4109",2015,3,3
"4110",2015,4,5
"4111",2015,4,3
"4112",2015,5,4
"4113",2015,3,3
"4114",2015,4,4
"4115",2015,3,4
"4116",2015,4,3
"4117",2015,3,3
"4118",2015,3,3
"4119",2015,3,4
"4120",2015,4,4
"4121",2015,4,5
"4122",2015,3,3
"4123",2015,3,3
"4124",2015,2,2
"4125",2015,3,3
"4126",2015,3,3
"4127",2015,3,3
"4128",2015,5,5
"4129",2015,5,5
"4130",2015,4,3
"4131",2015,3,3
"4132",2015,2,3
"4133",2015,2,3
"4134",2015,3,2
"4135",2015,4,4
"4136",2015,5,5
"4137",2015,3,2
"4138",2015,3,3
"4139",2015,3,2
"4140",2015,3,3
"4141",2015,5,5
"4142",2015,5,4
"4143",2015,3,4
"4144",2015,4,4
"4145",2015,2,3
"4146",2015,4,5
"4147",2015,4,3
"4148",2015,3,3
"4149",2015,3,3
"4150",2015,2,3
"4151",2015,3,4
"4152",2015,3,5
"4153",2015,3,3
"4154",2015,3,3
"4155",2015,3,3
"4156",2015,4,5
"4157",2015,4,4
"4158",2015,5,5
"4159",2015,5,3
"4160",2015,2,2
"4161",2015,5,5
"4162",2015,3,2
"4163",2015,3,3
"4164",2015,3,3
"4165",2015,4,3
"4166",2015,5,5
"4167",2015,3,3
"4168",2015,3,2
"4169",2015,4,3
"4170",2015,3,3
"4171",2015,3,3
"4172",2015,3,2
"4173",2015,3,3
"4174",2015,3,3
"4175",2015,3,3
"4176",2015,2,2
"4177",2015,2,2
"4178",2015,2,3
"4179",2015,3,3
"4180",2015,3,3
"4181",2015,2,2
"4182",2015,3,3
"4183",2015,3,3
"4184",2015,4,4
"4185",2015,3,3
"4186",2015,3,3
"4187",2015,3,4
"4188",2015,4,5
"4189",2015,4,5
"4190",2015,5,5
"4191",2015,5,3
"4192",2015,4,4
"4193",2015,5,5
"4194",2015,3,4
"4195",2015,5,5
"4196",2015,5,5
"4197",2015,5,4
"4198",2015,4,3
"4199",2015,5,5
"4200",2015,1,2
"4201",2015,4,3
"4202",2015,3,3
"4203",2015,3,1
"4204",2015,3,3
"4205",2015,3,3
"4206",2015,3,3
"4207",2015,2,3
"4208",2015,3,3
"4209",2015,3,3
"4210",2015,3,3
"4211",2015,3,3
"4212",2015,5,4
"4213",2015,3,4
"4214",2015,4,4
"4215",2015,3,3
"4216",2015,1,3
"4217",2015,3,2
"4218",2015,1,2
"4219",2015,3,3
"4220",2015,3,3
"4221",2015,3,3
"4222",2015,3,3
"4223",2015,3,3
"4224",2015,3,4
"4225",2015,3,4
"4226",2015,3,3
"4227",2015,3,3
"4228",2015,5,5
"4229",2015,3,3
"4230",2015,1,2
"4231",2015,3,4
"4232",2015,3,4
"4233",2015,2,3
"4234",2015,3,4
"4235",2015,3,3
"4236",2015,5,5
"4237",2015,5,4
"4238",2015,3,4
"4239",2015,3,3
"4240",2015,3,2
"4241",2015,3,4
"4242",2015,3,4
"4243",2015,3,2
"4244",2015,4,4
"4245",2015,3,3
"4246",2015,3,4
"4247",2015,3,3
"4248",2015,3,3
"4249",2015,3,3
"4250",2015,3,3
"4251",2015,3,3
"4252",2015,3,3
"4253",2015,4,5
"4254",2015,3,3
"4255",2015,5,4
"4256",2015,3,3
"4257",2015,2,3
"4258",2015,4,4
"4259",2015,3,2
"4260",2015,4,3
"4261",2015,2,2
"4262",2015,4,3
"4263",2015,3,3
"4264",2015,5,5
"4265",2015,2,3
"4266",2015,3,3
"4267",2015,3,3
"4268",2015,3,3
"4269",2015,3,2
"4270",2015,3,2
"4271",2015,5,5
"4272",2015,5,5
"4273",2015,4,4
"4274",2015,3,3
"4275",2015,4,3
"4276",2015,3,3
"4277",2015,2,3
"4278",2015,4,4
"4279",2015,3,5
"4280",2015,3,4
"4281",2015,4,5
"4282",2015,5,3
"4283",2015,4,3
"4284",2015,4,3
"4285",2015,3,3
"4286",2015,4,3
"4287",2015,2,2
"4288",2015,3,2
"4289",2015,2,2
"4290",2015,3,3
"4291",2015,4,3
"4292",2015,5,5
"4293",2015,3,3
"4294",2015,2,2
"4295",2015,3,3
"4296",2015,4,3
"4297",2015,3,3
"4298",2015,2,2
"4299",2015,3,3
"4300",2015,3,3
"4301",2015,3,3
"4302",2015,2,2
"4303",2015,4,3
"4304",2015,2,3
"4305",2015,3,4
"4306",2015,5,4
"4307",2015,5,2
"4308",2015,3,4
"4309",2015,2,3
"4310",2015,3,4
"4311",2015,3,3
"4312",2015,3,3
"4313",2015,3,3
"4314",2015,2,2
"4315",2015,3,5
"4316",2015,3,3
"4317",2015,2,3
"4318",2015,3,3
"4319",2015,3,3
"4320",2015,2,2
"4321",2015,2,4
"4322",2015,3,5
"4323",2015,4,3
"4324",2015,3,3
"4325",2015,3,3
"4326",2015,3,3
"4327",2015,3,3
"4328",2015,3,3
"4329",2015,3,3
"4330",2015,3,3
"4331",2015,5,3
"4332",2015,3,3
"4333",2015,2,3
"4334",2015,3,4
"4335",2015,3,5
"4336",2015,2,1
"4337",2015,3,3
"4338",2015,3,3
"4339",2015,3,3
"4340",2015,2,2
"4341",2015,3,3
"4342",2015,3,3
"4343",2015,3,3
"4344",2015,5,5
"4345",2015,3,3
"4346",2015,5,5
"4347",2015,2,2
"4348",2015,3,3
"4349",2015,3,3
"4350",2015,4,4
"4351",2015,3,3
"4352",2015,2,4
"4353",2015,1,2
"4354",2015,3,3
"4355",2015,5,5
"4356",2015,4,3
"4357",2015,3,3
"4358",2015,4,4
"4359",2015,3,3
"4360",2015,3,3
"4361",2015,2,4
"4362",2015,2,3
"4363",2015,5,5
"4364",2015,2,3
"4365",2015,3,3
"4366",2015,5,4
"4367",2015,5,4
"4368",2015,5,5
"4369",2015,5,5
"4370",2015,5,5
"4371",2015,4,3
"4372",2015,4,4
"4373",2015,2,2
"4374",2015,3,3
"4375",2015,2,3
"4376",2015,4,3
"4377",2015,4,2
"4378",2015,5,5
"4379",2015,4,5
"4380",2015,3,4
"4381",2015,1,2
"4382",2015,1,2
"4383",2015,3,2
"4384",2015,2,2
"4385",2015,4,2
"4386",2015,3,3
"4387",2015,2,2
"4388",2015,5,3
"4389",2015,5,5
"4390",2015,3,3
"4391",2015,2,1
"4392",2015,3,3
"4393",2015,1,1
"4394",2015,4,3
"4395",2015,5,5
"4396",2015,3,2
"4397",2015,2,2
"4398",2015,2,2
"4399",2015,3,3
"4400",2015,3,4
"4401",2015,3,3
"4402",2015,2,3
"4403",2015,2,3
"4404",2015,4,3
"4405",2015,3,4
"4406",2015,2,3
"4407",2015,2,3
"4408",2015,2,4
"4409",2015,2,2
"4410",2015,3,4
"4411",2015,2,3
"4412",2015,4,4
"4413",2015,3,3
"4414",2015,3,2
"4415",2015,1,3
"4416",2015,5,5
"4417",2015,4,4
"4418",2015,3,4
"4419",2015,4,5
"4420",2015,4,5
"4421",2015,5,4
"4422",2015,3,3
"4423",2015,3,3
"4424",2015,3,3
"4425",2015,3,2
"4426",2015,3,5
"4427",2015,3,3
"4428",2015,3,3
"4429",2015,3,3
"4430",2015,1,2
"4431",2015,3,3
"4432",2015,1,2
"4433",2015,4,3
"4434",2015,3,3
"4435",2015,3,3
"4436",2015,4,4
"4437",2015,3,3
"4438",2015,4,4
"4439",2015,3,4
"4440",2015,5,5
"4441",2015,5,5
"4442",2015,3,4
"4443",2015,5,5
"4444",2015,3,3
"4445",2015,5,3
"4446",2015,3,3
"4447",2015,3,2
"4448",2015,3,3
"4449",2015,3,3
"4450",2015,5,3
"4451",2015,4,4
"4452",2015,5,5
"4453",2015,1,1
"4454",2015,5,4
"4455",2015,3,2
"4456",2015,3,3
"4457",2015,4,4
"4458",2015,5,5
"4459",2015,4,3
"4460",2015,4,4
"4461",2015,3,2
"4462",2015,4,3
"4463",2015,5,4
"4464",2015,3,3
"4465",2015,2,3
"4466",2015,3,3
"4467",2015,3,3
"4468",2015,3,3
"4469",2015,3,3
"4470",2015,4,3
"4471",2015,1,2
"4472",2015,2,3
"4473",2015,2,3
"4474",2015,5,5
"4475",2015,5,4
"4476",2015,3,4
"4477",2015,4,2
"4478",2015,3,3
"4479",2015,2,1
"4480",2015,2,2
"4481",2015,2,2
"4482",2015,1,1
"4483",2015,3,3
"4484",2015,2,4
"4485",2015,3,3
"4486",2015,3,5
"4487",2015,1,2
"4488",2015,3,3
"4489",2015,3,3
"4490",2015,2,3
"4491",2015,3,5
"4492",2015,2,1
"4493",2015,3,4
"4494",2015,1,2
"4495",2015,2,3
"4496",2015,4,5
"4497",2015,3,4
"4498",2015,3,5
"4499",2015,2,3
"4500",2015,2,3
"4501",2015,3,2
"4502",2015,2,1
"4503",2015,3,4
"4504",2015,2,2
"4505",2015,2,2
"4506",2015,2,3
"4507",2015,2,3
"4508",2015,3,3
"4509",2015,4,3
"4510",2015,3,5
"4511",2015,2,3
"4512",2015,3,3
"4513",2015,3,3
"4514",2015,3,3
"4515",2015,3,3
"4516",2015,5,5
"4517",2015,4,3
"4518",2015,3,3
"4519",2015,3,3
"4520",2015,3,4
"4521",2015,3,3
"4522",2015,2,3
"4523",2015,2,2
"4524",2015,2,1
"4525",2015,3,3
"4526",2015,3,3
"4527",2015,3,2
"4528",2015,3,3
"4529",2015,3,3
"4530",2015,1,3
"4531",2015,3,2
"4532",2015,2,2
"4533",2015,3,4
"4534",2015,3,4
"4535",2015,4,5
"4536",2015,3,4
"4537",2015,3,3
"4538",2015,3,3
"4539",2015,3,3
"4540",2015,3,3
"4541",2015,2,5
"4542",2015,3,3
"4543",2015,5,5
"4544",2015,3,3
"4545",2015,3,3
"4546",2015,4,3
"4547",2015,2,3
"4548",2015,2,2
"4549",2015,2,2
"4550",2015,1,2
"4551",2015,3,3
"4552",2015,3,3
"4553",2015,4,4
"4554",2015,3,4
"4555",2015,4,5
"4556",2015,5,4
"4557",2015,3,3
"4558",2015,5,4
"4559",2015,2,2
"4560",2015,3,2
"4561",2015,3,3
"4562",2015,2,2
"4563",2015,2,2
"4564",2015,3,3
"4565",2015,3,4
"4566",2015,5,4
"4567",2015,3,3
"4568",2015,2,3
"4569",2015,3,3
"4570",2015,2,3
"4571",2015,3,3
"4572",2015,5,5
"4573",2015,1,2
"4574",2015,3,2
"4575",2015,4,4
"4576",2015,2,2
"4577",2015,2,2
"4578",2015,2,3
"4579",2015,5,5
"4580",2015,1,2
"4581",2015,3,4
"4582",2015,3,3
"4583",2015,3,3
"4584",2015,5,5
"4585",2015,3,3
"4586",2015,3,4
"4587",2015,4,5
"4588",2015,3,3
"4589",2015,5,5
"4590",2015,5,5
"4591",2015,4,3
"4592",2015,5,4
"4593",2015,5,5
"4594",2015,5,5
"4595",2015,4,5
"4596",2015,4,4
"4597",2015,5,4
"4598",2015,5,5
"4599",2015,5,3
"4600",2015,5,5
"4601",2015,5,5
"4602",2015,5,5
"4603",2015,4,3
"4604",2015,4,4
"4605",2015,3,3
"4606",2015,3,3
"4607",2015,4,5
"4608",2015,3,3
"4609",2015,3,3
"4610",2015,3,3
"4611",2015,3,2
"4612",2015,2,4
"4613",2015,3,2
"4614",2015,4,3
"4615",2015,2,2
"4616",2015,4,4
"4617",2015,2,2
"4618",2015,3,5
"4619",2015,2,3
"4620",2015,3,3
"4621",2015,3,3
"4622",2015,2,3
"4623",2015,2,1
"4624",2015,3,3
"4625",2015,3,2
"4626",2015,3,3
"4627",2015,2,3
"4628",2015,2,1
"4629",2015,3,3
"4630",2015,3,4
"4631",2015,4,5
"4632",2015,3,3
"4633",2015,3,3
"4634",2015,3,2
"4635",2015,3,4
"4636",2015,5,4
"4637",2015,3,2
"4638",2015,3,3
"4639",2015,4,2
"4640",2015,5,5
"4641",2015,2,1
"4642",2015,3,3
"4643",2015,3,1
"4644",2015,3,3
"4645",2015,3,4
"4646",2015,2,1
"4647",2015,2,3
"4648",2015,2,1
"4649",2015,4,4
"4650",2015,2,2
"4651",2015,3,2
"4652",2015,3,4
"4653",2015,2,2
"4654",2015,3,3
"4655",2015,2,3
"4656",2015,3,3
"4657",2015,3,4
"4658",2015,3,2
"4659",2015,2,3
"4660",2015,2,2
"4661",2015,3,3
"4662",2015,3,4
"4663",2015,1,3
"4664",2015,3,3
"4665",2015,2,2
"4666",2015,3,3
"4667",2015,1,2
"4668",2015,3,2
"4669",2015,1,3
"4670",2015,5,4
"4671",2015,4,4
"4672",2015,2,1
"4673",2015,2,3
"4674",2015,5,3
"4675",2015,5,5
"4676",2015,3,2
"4677",2015,4,4
"4678",2015,3,3
"4679",2015,3,4
"4680",2015,3,4
"4681",2015,2,1
"4682",2015,3,3
"4683",2015,5,5
"4684",2015,5,3
"4685",2015,1,2
"4686",2015,2,2
"4687",2015,3,3
"4688",2015,2,4
"4689",2015,4,4
"4690",2015,4,4
"4691",2015,2,3
"4692",2015,2,1
"4693",2015,2,2
"4694",2015,5,5
"4695",2015,3,3
"4696",2015,3,3
"4697",2015,3,3
"4698",2015,3,3
"4699",2015,2,4
"4700",2015,2,2
"4701",2015,3,3
"4702",2015,1,1
"4703",2015,5,4
"4704",2015,4,3
"4705",2015,2,1
"4706",2015,1,3
"4707",2015,5,5
"4708",2015,3,3
"4709",2015,2,2
"4710",2015,3,4
"4711",2015,3,2
"4712",2015,2,2
"4713",2015,3,5
"4714",2015,3,2
"4715",2015,4,2
"4716",2015,5,5
"4717",2015,1,4
"4718",2015,5,3
"4719",2015,3,4
"4720",2015,3,3
"4721",2015,4,5
"4722",2015,2,3
"4723",2015,3,4
"4724",2015,3,2
"4725",2015,5,5
"4726",2015,5,5
"4727",2015,3,3
"4728",2015,3,2
"4729",2015,5,5
"4730",2015,3,3
"4731",2015,5,5
"4732",2015,3,3
"4733",2015,3,2
"4734",2015,3,2
"4735",2015,2,3
"4736",2015,3,3
"4737",2015,3,3
"4738",2015,5,5
"4739",2015,4,3
"4740",2015,3,3
"4741",2015,3,5
"4742",2015,2,2
"4743",2015,5,5
"4744",2015,5,5
"4745",2015,3,4
"4746",2015,3,3
"4747",2015,5,4
"4748",2015,4,4
"4749",2015,3,3
"4750",2015,3,2
"4751",2015,3,3
"4752",2015,3,3
"4753",2015,2,3
"4754",2015,3,3
"4755",2015,2,3
"4756",2015,2,3
"4757",2015,1,2
"4758",2015,3,3
"4759",2015,3,2
"4760",2015,2,3
"4761",2015,4,3
"4762",2015,2,2
"4763",2015,2,3
"4764",2015,1,1
"4765",2015,4,4
"4766",2015,3,5
"4767",2015,3,3
"4768",2015,2,2
"4769",2015,3,3
"4770",2015,3,3
"4771",2015,3,2
"4772",2015,3,4
"4773",2015,1,1
"4774",2015,3,3
"4775",2015,2,2
"4776",2015,3,5
"4777",2015,3,3
"4778",2015,3,3
"4779",2015,3,3
"4780",2015,3,3
"4781",2015,2,1
"4782",2015,2,2
"4783",2015,2,3
"4784",2015,2,2
"4785",2015,3,2
"4786",2015,3,1
"4787",2015,3,2
"4788",2015,4,5
"4789",2015,5,3
"4790",2015,5,5
"4791",2015,4,3
"4792",2015,3,3
"4793",2015,3,2
"4794",2015,2,2
"4795",2015,5,5
"4796",2015,3,5
"4797",2015,5,3
"4798",2015,3,3
"4799",2015,3,3
"4800",2015,3,3
"4801",2015,2,2
"4802",2015,5,4
"4803",2015,5,5
"4804",2015,2,2
"4805",2015,3,3
"4806",2015,3,3
"4807",2015,3,3
"4808",2015,2,2
"4809",2015,3,2
"4810",2015,5,5
"4811",2015,4,5
"4812",2015,3,4
"4813",2015,4,4
"4814",2015,3,4
"4815",2015,3,3
"4816",2015,2,2
"4817",2015,3,3
"4818",2015,3,3
"4819",2015,3,3
"4820",2015,4,5
"4821",2015,2,3
"4822",2015,2,2
"4823",2015,2,1
"4824",2015,2,2
"4825",2015,3,3
"4826",2015,3,3
"4827",2015,2,3
"4828",2015,1,2
"4829",2015,2,2
"4830",2015,2,2
"4831",2015,3,3
"4832",2015,1,2
"4833",2015,2,1
"4834",2015,2,3
"4835",2015,1,2
"4836",2015,3,5
"4837",2015,3,3
"4838",2015,3,5
"4839",2015,5,5
"4840",2015,3,3
"4841",2015,3,1
"4842",2015,3,4
"4843",2015,3,1
"4844",2015,5,3
"4845",2015,3,3
"4846",2015,3,3
"4847",2015,2,2
"4848",2015,2,3
"4849",2015,2,2
"4850",2015,2,3
"4851",2015,3,4
"4852",2015,2,3
"4853",2015,3,5
"4854",2015,3,4
"4855",2015,3,3
"4856",2015,4,5
"4857",2015,1,1
"4858",2015,3,5
"4859",2015,5,3
"4860",2015,2,2
"4861",2015,2,3
"4862",2015,2,2
"4863",2015,2,2
"4864",2015,2,3
"4865",2015,4,3
"4866",2015,3,3
"4867",2015,2,2
"4868",2015,3,3
"4869",2015,3,3
"4870",2015,1,2
"4871",2015,2,2
"4872",2015,1,2
"4873",2015,1,3
"4874",2015,1,2
"4875",2015,3,2
"4876",2015,2,2
"4877",2015,3,5
"4878",2015,4,4
"4879",2015,3,3
"4880",2015,3,2
"4881",2015,3,5
"4882",2015,3,3
"4883",2015,3,3
"4884",2015,3,5
"4885",2015,4,3
"4886",2015,2,4
"4887",2015,2,3
"4888",2015,2,3
"4889",2015,2,2
"4890",2015,3,3
"4891",2015,2,1
"4892",2015,3,3
"4893",2015,2,1
"4894",2015,4,4
"4895",2015,3,3
"4896",2015,4,3
"4897",2015,3,3
"4898",2015,3,3
"4899",2015,5,5
"4900",2015,3,3
"4901",2015,4,4
"4902",2015,3,3
"4903",2015,2,3
"4904",2015,3,2
"4905",2015,5,4
"4906",2015,5,5
"4907",2015,4,5
"4908",2015,2,2
"4909",2015,5,4
"4910",2015,2,2
"4911",2015,2,1
"4912",2015,4,3
"4913",2015,3,3
"4914",2015,3,3
"4915",2015,3,3
"4916",2015,3,3
"4917",2015,4,3
"4918",2015,4,4
"4919",2015,3,3
"4920",2015,4,3
"4921",2015,3,3
"4922",2015,3,4
"4923",2015,2,3
"4924",2015,2,5
"4925",2015,3,1
"4926",2015,3,3
"4927",2015,3,3
"4928",2015,3,2
"4929",2015,3,5
"4930",2015,4,4
"4931",2015,1,1
"4932",2015,3,2
"4933",2015,3,5
"4934",2015,2,3
"4935",2015,3,2
"4936",2015,4,4
"4937",2015,3,3
"4938",2015,3,2
"4939",2015,1,3
"4940",2015,3,2
"4941",2015,2,3
"4942",2015,1,3
"4943",2015,3,3
"4944",2015,2,3
"4945",2015,2,3
"4946",2015,5,3
"4947",2015,1,1
"4948",2015,3,3
"4949",2015,2,2
"4950",2015,2,1
"4951",2015,3,2
"4952",2015,3,4
"4953",2015,2,3
"4954",2015,3,3
"4955",2015,3,3
"4956",2015,3,2
"4957",2015,3,3
"4958",2015,5,4
"4959",2015,2,2
"4960",2015,5,5
"4961",2015,2,2
"4962",2015,5,3
"4963",2015,3,3
"4964",2015,3,3
"4965",2015,3,2
"4966",2015,3,3
"4967",2015,2,3
"4968",2015,3,3
"4969",2015,3,3
"4970",2015,2,2
"4971",2015,3,3
"4972",2015,3,2
"4973",2015,4,3
"4974",2015,3,2
"4975",2015,3,3
"4976",2015,3,3
"4977",2015,3,3
"4978",2015,3,3
"4979",2015,3,5
"4980",2015,3,3
"4981",2015,2,3
"4982",2015,3,3
"4983",2015,2,3
"4984",2015,3,3
"4985",2015,3,5
"4986",2015,3,3
"4987",2015,5,5
"4988",2015,3,4
"4989",2015,3,4
"4990",2015,2,3
"4991",2015,1,1
"4992",2015,2,1
"4993",2015,3,3
"4994",2015,1,1
"4995",2015,1,2
"4996",2015,3,3
"4997",2015,1,2
"4998",2015,2,2
"4999",2015,3,2
"5000",2015,2,2
"5001",2015,5,5
"5002",2015,3,4
"5003",2015,5,4
"5004",2015,2,2
"5005",2015,3,3
"5006",2015,2,3
"5007",2015,3,2
"5008",2015,1,2
"5009",2015,4,1
"5010",2015,3,1
"5011",2015,3,3
"5012",2015,3,4
"5013",2015,3,3
"5014",2015,3,4
"5015",2015,3,3
"5016",2015,5,3
"5017",2015,1,1
"5018",2015,2,1
"5019",2015,1,1
"5020",2015,3,4
"5021",2015,2,1
"5022",2015,3,4
"5023",2015,3,2
"5024",2015,3,3
"5025",2015,2,4
"5026",2015,3,3
"5027",2015,2,2
"5028",2015,2,3
"5029",2015,2,3
"5030",2015,3,2
"5031",2015,4,2
"5032",2015,2,3
"5033",2015,3,3
"5034",2015,3,3
"5035",2015,2,2
"5036",2015,5,4
"5037",2015,4,4
"5038",2015,5,5
"5039",2015,5,4
"5040",2015,3,3
"5041",2015,2,3
"5042",2015,4,5
"5043",2015,3,5
"5044",2015,3,3
"5045",2015,3,5
"5046",2015,2,3
"5047",2015,2,3
"5048",2015,2,2
"5049",2015,3,3
"5050",2015,4,3
"5051",2015,3,4
"5052",2015,1,2
"5053",2015,4,3
"5054",2015,3,3
"5055",2015,3,4
"5056",2015,4,5
"5057",2015,2,3
"5058",2015,5,4
"5059",2015,5,5
"5060",2015,5,5
"5061",2015,3,1
"5062",2015,3,3
"5063",2015,2,2
"5064",2015,3,3
"5065",2015,3,3
"5066",2015,3,3
"5067",2015,5,5
"5068",2015,5,5
"5069",2015,2,3
"5070",2015,2,2
"5071",2015,2,3
"5072",2015,2,3
"5073",2015,2,4
"5074",2015,2,1
"5075",2015,3,3
"5076",2015,2,2
"5077",2015,3,3
"5078",2015,3,3
"5079",2015,3,3
"5080",2015,2,3
"5081",2015,2,2
"5082",2015,2,3
"5083",2015,3,3
"5084",2015,3,3
"5085",2015,1,3
"5086",2015,5,5
"5087",2015,3,3
"5088",2015,3,3
"5089",2015,3,3
"5090",2015,2,2
"5091",2015,4,3
"5092",2015,3,2
"5093",2015,5,5
"5094",2015,3,3
"5095",2015,3,5
"5096",2015,3,4
"5097",2015,3,3
"5098",2015,4,4
"5099",2015,3,4
"5100",2015,3,3
"5101",2015,3,2
"5102",2015,3,3
"5103",2015,4,3
"5104",2015,5,3
"5105",2015,5,5
"5106",2015,3,3
"5107",2015,5,5
"5108",2015,3,3
"5109",2015,2,1
"5110",2015,4,4
"5111",2015,4,4
"5112",2015,3,3
"5113",2015,3,1
"5114",2015,2,3
"5115",2015,5,5
"5116",2015,4,5
"5117",2015,3,4
"5118",2015,4,4
"5119",2015,1,3
"5120",2015,3,3
"5121",2015,1,3
"5122",2015,2,2
"5123",2015,3,3
"5124",2015,1,2
"5125",2015,2,2
"5126",2015,3,2
"5127",2015,4,5
"5128",2015,3,3
"5129",2015,4,4
"5130",2015,3,3
"5131",2015,3,2
"5132",2015,3,2
"5133",2015,2,2
"5134",2015,3,3
"5135",2015,3,3
"5136",2015,3,3
"5137",2015,3,5
"5138",2015,4,5
"5139",2015,3,3
"5140",2015,3,4
"5141",2015,4,4
"5142",2015,2,1
"5143",2015,2,2
"5144",2015,3,3
"5145",2015,4,4
"5146",2015,3,3
"5147",2015,3,2
"5148",2015,3,3
"5149",2015,3,3
"5150",2015,3,3
"5151",2015,3,2
"5152",2015,3,3
"5153",2015,2,3
"5154",2015,3,3
"5155",2015,3,3
"5156",2015,2,3
"5157",2015,2,2
"5158",2015,4,3
"5159",2015,2,2
"5160",2015,2,3
"5161",2015,3,3
"5162",2015,1,2
"5163",2015,3,2
"5164",2015,3,3
"5165",2015,1,2
"5166",2015,3,4
"5167",2015,2,2
"5168",2015,5,5
"5169",2015,5,5
"5170",2015,5,5
"5171",2015,5,5
"5172",2015,5,5
"5173",2015,5,5
