pid,wt,t,score,hs,ioo,wg,fair,most,feelings,gender,age,religion,race,inc,pol,educ
1,1,RE1,573,51.11507582515611,0.011150758251561088,1,Unfair,rules,happy,Male,29,protestant,white,"$0-$25,000",8,College Degree
0,1,PR2,604,50.79899074852817,0.007989907485281722,1,Unfair,rules,happy,Female,35,none,white,"$25,000-$50,000",3,College Degree
1,0,PR2,585,49.20100925147183,0.007989907485281722,0,Fair,luck,indifferent,Male,44,protestant,black,"$75,000+",3,Some College
0,0,RA1,539,48.47122302158273,0.015287769784172678,1,Fair,luck,happy,Female,27,none,white,"$0-$25,000",2,Some College
1,1,RA1,573,51.52877697841727,0.015287769784172678,0,Unfair,luck,indifferent,Female,27,none,white,"$25,000-$50,000",3,College Degree
1,0,RE1,601,55.648148148148145,0.056481481481481466,1,Fair,rules,happy,Male,53,protestant,white,"$50,000-$75,000",6,Some College
0,0,RE1,479,44.351851851851855,0.056481481481481466,0,Fair,luck,indifferent,Female,23,none,white,"$50,000-$75,000",1,College Degree
0,0,PR1,568,50.35460992907801,0.0035460992907800915,1,Fair,rules,happy,Male,23,none,white,"$75,000+",2,College Degree
1,1,PR1,560,49.645390070921984,0.0035460992907800915,0,Unfair,luck,indifferent,Female,32,catholic,white,"$50,000-$75,000",7,High School
1,0,PR1,571,51.44144144144144,0.014414414414414378,1,Fair,rules,happy,Female,34,catholic,white,"$75,000+",6,College Degree
0,1,PR1,539,48.55855855855856,0.014414414414414378,0,Unfair,luck,sad,Female,41,none,white,"$0-$25,000",6,High School
0,1,PR1,553,52.716873212583415,0.02716873212583415,1,Fair,luck,happy,Male,31,none,asian,"$0-$25,000",2,College Degree
1,1,PR1,496,47.283126787416585,0.02716873212583415,0,Unfair,luck,indifferent,Male,55,none,white,"$75,000+",3,Graduate/Professional Degree
0,1,RA2,590,51.393728222996515,0.013937282229965153,1,Fair,luck,happy,Male,25,none,white,"$0-$25,000",3,Some College
1,1,RA2,558,48.606271777003485,0.013937282229965153,0,Fair,luck,indifferent,Male,45,none,white,"$0-$25,000",2,Some College
0,0,PR2,598,51.24250214224507,0.012425021422450722,1,Fair,rules,happy,Female,30,protestant,white,"$25,000-$50,000",2,College Degree
1,1,PR2,569,48.75749785775493,0.012425021422450722,0,Unfair,rules,angry,Male,36,none,white,"$0-$25,000",3,High School
0,1,RA1,537,51.38755980861244,0.013875598086124374,1,Unfair,luck,happy,Male,46,none,white,"$25,000-$50,000",3,College Degree
1,0,RA1,508,48.61244019138756,0.013875598086124374,0,Unfair,luck,sad,Male,25,none,white,"$25,000-$50,000",3,High School
0,1,RA2,543,48.655913978494624,0.013440860215053752,0,Unfair,luck,angry,Male,23,none,asian,"$0-$25,000",2,Some College
1,0,RA2,573,51.344086021505376,0.013440860215053752,1,Fair,talent,happy,Male,32,none,white,"$50,000-$75,000",5,College Degree
0,0,RE2,676,59.61199294532628,0.09611992945326275,1,Fair,rules,happy,Male,44,protestant,american indian,"$75,000+",9,College Degree
1,1,RE2,458,40.38800705467372,0.09611992945326275,0,Unfair,luck,indifferent,Male,24,protestant,white,"$25,000-$50,000",8,College Degree
1,1,PR2,558,49.82142857142857,0.0017857142857142794,1,Fair,rules,happy,Male,33,none,latino,"$50,000-$75,000",4,High School
0,1,PR2,562,50.17857142857143,0.0017857142857142794,0,Fair,luck,sad,Male,69,protestant,white,"$75,000+",8,Graduate/Professional Degree
0,0,RA1,542,49.45255474452554,0.005474452554744547,0,Unfair,luck,angry,Female,25,none,white,"$25,000-$50,000",1,College Degree
1,0,RA1,554,50.54744525547446,0.005474452554744547,1,Fair,luck,happy,Male,34,catholic,asian,"$50,000-$75,000",8,College Degree
0,0,RA2,596,50.38038884192731,0.0038038884192730382,1,Unfair,luck,happy,Male,32,catholic,asian,"$50,000-$75,000",2,College Degree
1,1,RA2,587,49.61961115807269,0.0038038884192730382,0,Unfair,rules,sad,Male,61,protestant,white,"$50,000-$75,000",8,Graduate/Professional Degree
1,1,RA2,573,49.78279756733276,0.002172024326672406,1,Fair,luck,happy,Female,35,other,white,"$25,000-$50,000",3,Some College
0,0,RA2,578,50.21720243266724,0.002172024326672406,0,Fair,luck,indifferent,Male,45,protestant,white,"$75,000+",5,Graduate/Professional Degree
1,0,RA2,566,NA,NA,1,Unfair,talent,happy,Male,30,none,white,"$50,000-$75,000",5,High School
1,1,RA2,626,52.47275775356245,0.02472757753562449,1,Fair,talent,happy,Female,35,catholic,white,"$0-$25,000",1,College Degree
0,0,RA2,567,47.52724224643755,0.02472757753562449,0,Unfair,luck,angry,Female,53,other,asian,"$25,000-$50,000",3,College Degree
1,0,PR1,519,46.9683257918552,0.030316742081447967,0,Fair,luck,angry,Male,29,catholic,white,"$25,000-$50,000",6,Graduate/Professional Degree
0,0,PR1,586,53.0316742081448,0.030316742081447967,1,Fair,luck,happy,Male,39,jewish,white,"$75,000+",7,College Degree
1,0,RA1,580,51.32743362831859,0.013274336283185861,1,Fair,talent,happy,Female,31,protestant,white,"$25,000-$50,000",2,Some College
1,0,RA1,607,52.417962003454235,0.024179620034542326,1,Fair,talent,happy,Male,27,jewish,white,"$0-$25,000",1,Some College
0,0,RA1,550,48.67256637168141,0.013274336283185861,0,Fair,talent,happy,Female,37,none,black,"$25,000-$50,000",8,Some College
0,1,RA1,551,47.582037996545765,0.024179620034542326,0,Unfair,luck,angry,Female,46,catholic,asian,"$25,000-$50,000",4,College Degree
1,1,PR1,548,49.458483754512635,0.005415162454873612,1,Fair,luck,happy,Female,42,other,white,"$50,000-$75,000",5,Graduate/Professional Degree
0,0,PR1,560,50.54151624548736,0.005415162454873612,0,Fair,luck,indifferent,Male,30,none,white,"$25,000-$50,000",6,College Degree
1,0,RA1,584,52.66005410279531,0.026600541027953062,1,Fair,luck,happy,Male,49,protestant,white,"$0-$25,000",9,College Degree
0,1,RA1,525,47.339945897204686,0.026600541027953062,0,Unfair,luck,angry,Female,60,protestant,white,"$50,000-$75,000",3,Graduate/Professional Degree
0,0,RE2,698,59.965635738831615,0.09965635738831613,1,Unfair,rules,happy,Female,27,none,white,"$75,000+",5,Some College
1,1,RE2,466,40.034364261168385,0.09965635738831613,0,Unfair,rules,angry,Male,30,protestant,white,"$50,000-$75,000",5,College Degree
0,1,RE1,612,53.54330708661418,0.03543307086614178,1,Fair,talent,happy,Male,38,NA,american indian,"$25,000-$50,000",1,High School
1,0,RE1,531,46.45669291338583,0.03543307086614178,0,Unfair,luck,sad,Female,31,other,white,"$75,000+",6,College Degree
0,0,RA2,521,47.842056932966024,0.02157943067033974,1,Fair,luck,happy,Female,24,none,latino,"$0-$25,000",3,Some College
1,1,PR2,578,49.956784788245464,4.321521175453258e-4,0,Unfair,rules,sad,Male,31,none,white,"$0-$25,000",4,Some College
0,0,PR2,579,50.043215211754536,4.321521175453258e-4,1,Unfair,rules,happy,Male,25,catholic,white,"$25,000-$50,000",9,College Degree
1,0,RA2,568,52.157943067033976,0.02157943067033974,0,Unfair,rules,angry,Male,34,catholic,black,"$75,000+",7,Some College
0,1,RE1,620,54.673721340388006,0.04673721340388004,1,Unfair,talent,happy,Male,49,none,white,"$25,000-$50,000",3,Graduate/Professional Degree
1,0,RE1,514,45.326278659611994,0.04673721340388004,0,Unfair,luck,sad,Male,37,catholic,asian,"$25,000-$50,000",4,Some College
1,1,RE2,637,59.42164179104478,0.09421641791044777,1,Unfair,rules,happy,Male,27,other,latino,"$0-$25,000",5,Some College
0,1,RE2,435,40.57835820895522,0.09421641791044777,0,Unfair,luck,angry,Male,30,none,white,"$75,000+",2,College Degree
1,0,RE1,637,56.02462620932278,0.06024626209322781,1,Fair,talent,happy,Female,44,catholic,latino,"$0-$25,000",5,College Degree
0,1,RE1,500,43.97537379067722,0.06024626209322781,0,Unfair,luck,angry,Female,33,none,black,"$75,000+",1,High School
0,0,RA1,578,51.97841726618705,0.01978417266187049,1,Fair,luck,happy,Male,32,none,asian,"$25,000-$50,000",2,College Degree
1,1,RA1,534,48.02158273381295,0.01978417266187049,0,Fair,luck,indifferent,Male,33,none,white,"$25,000-$50,000",2,College Degree
1,1,PR1,600,50.125313283208015,0.0012531328320801727,0,Unfair,luck,sad,Male,56,none,white,"$25,000-$50,000",7,Some College
0,0,PR1,597,49.87468671679198,0.0012531328320801727,1,Fair,rules,happy,Female,47,other,white,"$25,000-$50,000",9,High School
0,1,RA2,586,51.13438045375218,0.011343804537521818,1,Unfair,rules,happy,Male,34,none,asian,"$0-$25,000",4,College Degree
1,0,RA2,560,48.86561954624782,0.011343804537521818,0,Fair,luck,indifferent,Female,60,none,white,"$0-$25,000",3,Some College
0,0,RA1,611,NA,NA,1,Fair,rules,happy,Male,29,protestant,asian,"$25,000-$50,000",2,College Degree
1,0,RA1,583,50.215331610680444,0.0021533161068044704,0,Unfair,luck,indifferent,Female,37,other,black,"$25,000-$50,000",1,College Degree
0,0,RA1,578,49.784668389319556,0.0021533161068044704,1,Unfair,luck,happy,Male,37,none,white,"$50,000-$75,000",8,High School
0,0,RE2,705,61.78790534618756,0.11787905346187555,1,Unfair,rules,happy,Male,34,none,latino,"$25,000-$50,000",5,College Degree
1,0,RE2,436,38.21209465381244,0.11787905346187555,0,Unfair,rules,indifferent,Male,49,none,white,"$25,000-$50,000",5,Some College
0,1,PR1,581,50.1727115716753,0.0017271157167529916,0,Unfair,talent,sad,Female,31,none,asian,"$50,000-$75,000",2,College Degree
1,1,PR1,577,49.82728842832469,0.0017271157167529916,1,Fair,luck,happy,Male,35,none,white,"$25,000-$50,000",6,High School
1,1,PR2,572,51.025869759143625,0.010258697591436272,0,Unfair,luck,indifferent,Female,31,none,white,"$75,000+",1,Graduate/Professional Degree
0,1,PR2,549,48.974130240856375,0.010258697591436272,1,Fair,luck,happy,Female,36,none,white,"$0-$25,000",2,College Degree
0,1,RE2,394,36.89138576779026,0.13108614232209737,0,Unfair,luck,angry,Male,29,none,white,"$0-$25,000",3,High School
1,0,RE2,674,63.10861423220974,0.13108614232209737,1,Unfair,luck,indifferent,Male,35,none,white,"$25,000-$50,000",8,College Degree
0,1,RE1,490,44.871794871794876,0.05128205128205132,0,Unfair,talent,sad,Female,54,other,white,"$0-$25,000",2,Some College
1,0,RE1,602,55.12820512820513,0.05128205128205132,1,Fair,rules,happy,Female,39,none,black,"$25,000-$50,000",1,Some College
0,1,RA2,531,48.80514705882353,0.011948529411764719,0,Fair,luck,sad,Male,29,none,asian,"$25,000-$50,000",2,College Degree
1,1,RA2,557,51.19485294117647,0.011948529411764719,1,Fair,talent,happy,Male,42,protestant,black,"$75,000+",2,Graduate/Professional Degree
0,1,RE2,424,38.1981981981982,0.11801801801801803,0,Unfair,rules,sad,Female,28,none,white,"$0-$25,000",3,Some College
1,0,RE2,686,61.8018018018018,0.11801801801801803,1,Unfair,rules,happy,Female,37,none,other,"$0-$25,000",1,College Degree
0,0,PR2,539,NA,NA,0,Fair,rules,sad,Female,50,none,white,"$50,000-$75,000",2,College Degree
0,0,RA1,556,47.6027397260274,0.023972602739726012,0,Unfair,luck,indifferent,Male,36,catholic,white,"$25,000-$50,000",8,College Degree
1,0,RA1,612,52.3972602739726,0.023972602739726012,1,Fair,talent,happy,Male,36,none,white,"$0-$25,000",2,Some College
0,0,RE2,646,58.834244080145716,0.08834244080145714,1,Unfair,rules,happy,Male,43,catholic,white,"$0-$25,000",4,College Degree
0,1,RE2,494,42.18616567036721,0.07813834329632796,0,Unfair,rules,indifferent,Female,32,protestant,white,"$0-$25,000",2,Some College
1,1,RE2,677,57.8138343296328,0.07813834329632796,1,Fair,rules,happy,Female,39,catholic,latino,"$75,000+",2,College Degree
1,1,RE2,452,41.16575591985428,0.08834244080145714,0,Unfair,rules,angry,Male,30,none,white,"$0-$25,000",4,College Degree
0,1,RE2,390,35.81267217630854,0.14187327823691465,0,Unfair,rules,angry,Male,31,none,white,"$25,000-$50,000",7,College Degree
1,0,RE2,699,64.18732782369146,0.14187327823691465,1,Fair,rules,happy,Female,38,none,white,"$0-$25,000",5,Some College
0,0,PR1,574,NA,NA,1,Fair,rules,happy,Female,23,catholic,white,"$25,000-$50,000",3,College Degree
1,1,RE2,441,40.34766697163769,0.09652333028362303,0,Unfair,rules,sad,Female,33,none,white,"$0-$25,000",1,College Degree
0,0,RE2,652,59.65233302836231,0.09652333028362303,1,Fair,rules,happy,Male,35,muslim,white,"$75,000+",2,Graduate/Professional Degree
1,0,RA2,546,49.81751824817518,0.0018248175182481452,0,Fair,talent,indifferent,Female,29,none,white,"$25,000-$50,000",5,College Degree
0,0,RA2,550,50.18248175182482,0.0018248175182481452,1,Unfair,luck,happy,Female,46,none,white,"$50,000-$75,000",4,Some College
0,1,RE1,643,57.56490599820949,0.07564905998209492,1,Unfair,luck,happy,Male,49,protestant,white,"$75,000+",7,High School
1,1,RE1,474,42.43509400179051,0.07564905998209492,0,Unfair,luck,angry,Female,42,catholic,black,"$25,000-$50,000",2,College Degree
1,1,RE2,462,40.03466204506066,0.09965337954939346,0,Unfair,rules,angry,Male,31,other,white,"$25,000-$50,000",9,Less than High School
0,1,RE2,692,59.96533795493934,0.09965337954939346,1,Unfair,luck,happy,Male,30,none,white,"$25,000-$50,000",3,College Degree
1,1,RE2,446,38.581314878892734,0.11418685121107264,0,Fair,rules,indifferent,Female,26,none,black,"$0-$25,000",1,College Degree
0,0,RE2,710,61.418685121107266,0.11418685121107264,1,Fair,talent,happy,Male,35,protestant,white,"$25,000-$50,000",6,High School
0,1,RE1,625,57.077625570776256,0.07077625570776258,1,Unfair,rules,happy,Female,32,none,white,"$50,000-$75,000",6,High School
1,1,RE1,470,42.922374429223744,0.07077625570776258,0,Unfair,luck,angry,Male,50,lutheran,white,"$75,000+",2,Graduate/Professional Degree
1,0,RA1,553,49.463327370304114,0.00536672629695889,0,Unfair,talent,angry,Female,28,none,white,"$0-$25,000",5,College Degree
0,0,RA1,565,50.536672629695886,0.00536672629695889,1,Fair,talent,happy,Male,44,none,white,"$50,000-$75,000",8,Some College
0,1,RA1,565,49.56140350877193,0.004385964912280715,1,Fair,talent,happy,Female,28,none,white,"$0-$25,000",3,College Degree
1,0,RA1,575,50.43859649122807,0.004385964912280715,0,Fair,luck,indifferent,Male,31,none,asian,"$25,000-$50,000",4,Some College
0,0,RA2,516,46.82395644283122,0.03176043557168784,0,Fair,luck,indifferent,Female,48,none,white,"$75,000+",4,College Degree
1,1,RA2,586,53.17604355716878,0.03176043557168784,1,Unfair,luck,happy,Male,27,protestant,white,"$25,000-$50,000",2,Graduate/Professional Degree
1,1,PR1,525,49.90494296577947,9.505703422053591e-4,0,Unfair,rules,indifferent,Male,21,protestant,black,"$25,000-$50,000",5,Some College
0,1,PR1,527,50.09505703422054,9.505703422053591e-4,1,Fair,talent,happy,Female,35,protestant,white,"$50,000-$75,000",8,College Degree
0,1,PR1,504,46.111619396157366,0.03888380603842634,0,Unfair,luck,indifferent,Female,48,none,asian,"$50,000-$75,000",1,College Degree
1,1,PR1,589,53.888380603842634,0.03888380603842634,1,Fair,luck,happy,Female,22,none,white,"$0-$25,000",1,Some College
0,1,PR1,563,52.66604303086997,0.02666043030869969,1,Fair,luck,indifferent,Female,45,none,white,"$50,000-$75,000",5,High School
1,1,PR1,506,47.33395696913003,0.02666043030869969,0,Unfair,luck,sad,Female,48,none,white,"$50,000-$75,000",3,Graduate/Professional Degree
0,0,PR1,535,50,0,0,Fair,talent,indifferent,Male,47,jewish,white,"$75,000+",2,Graduate/Professional Degree
1,0,PR1,535,50,0,1,Fair,talent,happy,Female,33,protestant,other,"$0-$25,000",5,High School
1,0,PR1,596,49.17491749174918,0.008250825082508295,0,Unfair,luck,angry,Female,33,other,white,"$50,000-$75,000",5,Some College
0,1,PR1,616,50.82508250825083,0.008250825082508295,1,Unfair,luck,happy,Male,45,none,white,"$0-$25,000",5,Some College
1,1,PR1,604,52.15889464594128,0.021588946459412783,0,Unfair,rules,indifferent,Male,35,protestant,white,"$25,000-$50,000",3,Graduate/Professional Degree
0,0,PR1,554,47.84110535405872,0.021588946459412783,1,Fair,luck,happy,Female,58,none,white,"$0-$25,000",9,Some College
0,1,PR1,555,47.88610871440898,0.021138912855910297,0,Unfair,rules,indifferent,Female,26,none,white,"$50,000-$75,000",4,Some College
1,0,PR1,604,52.11389128559103,0.021138912855910297,1,Fair,luck,happy,Male,54,protestant,white,"$50,000-$75,000",8,Graduate/Professional Degree
1,1,PR1,577,51.61001788908766,0.01610017889087656,0,Fair,luck,happy,Male,64,protestant,white,"$50,000-$75,000",8,High School
0,0,PR1,541,48.38998211091234,0.01610017889087656,1,Fair,talent,happy,Female,62,catholic,white,"$50,000-$75,000",7,Some College
0,0,PR1,587,50.29991431019709,0.0029991431019709136,1,Fair,luck,happy,Female,36,none,white,"$50,000-$75,000",8,College Degree
1,1,PR1,580,49.70008568980291,0.0029991431019709136,0,Unfair,luck,angry,Male,33,none,asian,"$50,000-$75,000",7,Less than High School
1,1,PR2,560,48.44290657439446,0.01557093425605538,0,Unfair,rules,angry,Female,27,none,white,"$25,000-$50,000",1,Some College
0,0,PR2,596,51.55709342560554,0.01557093425605538,1,Unfair,rules,happy,Male,34,protestant,white,"$50,000-$75,000",6,Graduate/Professional Degree
1,1,PR2,586,51.72109443954104,0.017210944395410377,0,Unfair,rules,indifferent,Female,34,other,other,"$0-$25,000",3,College Degree
0,1,PR2,547,48.27890556045896,0.017210944395410377,1,Unfair,luck,happy,Male,29,none,white,"$0-$25,000",6,Some College
1,0,PR2,569,50.80357142857142,0.008035714285714257,0,Unfair,rules,angry,Male,37,none,white,"$50,000-$75,000",6,College Degree
0,1,PR2,551,49.19642857142857,0.008035714285714257,1,Unfair,rules,happy,Male,60,catholic,latino,"$75,000+",1,College Degree
1,1,PR2,548,50.27522935779817,0.0027522935779816793,0,Unfair,rules,angry,Male,26,none,white,"$0-$25,000",4,College Degree
0,1,PR2,542,49.72477064220184,0.0027522935779816793,1,Unfair,rules,happy,Female,33,none,white,"$25,000-$50,000",1,Some College
0,1,PR2,555,51.820728291316534,0.018207282913165312,0,Fair,luck,happy,Male,28,none,white,"$75,000+",5,High School
1,0,PR2,516,48.17927170868347,0.018207282913165312,1,Fair,rules,happy,Female,57,none,white,"$0-$25,000",1,Some College
0,0,PR2,614,51.989839119390346,0.019898391193903464,1,Unfair,rules,happy,Female,54,protestant,white,"$75,000+",2,Some College
1,1,PR2,567,48.010160880609654,0.019898391193903464,0,Unfair,luck,sad,Female,28,lutheran,white,"$25,000-$50,000",3,College Degree
0,0,PR2,553,52.268431001890356,0.022684310018903586,1,Fair,rules,happy,Female,40,none,white,"$75,000+",2,College Degree
1,0,PR2,505,47.731568998109644,0.022684310018903586,0,Unfair,luck,angry,Female,32,none,white,"$25,000-$50,000",3,College Degree
0,0,PR2,537,49.584487534626035,0.0041551246537395725,1,Unfair,luck,happy,Male,29,none,white,"$50,000-$75,000",5,College Degree
1,0,PR2,546,50.41551246537396,0.0041551246537395725,0,Unfair,luck,angry,Female,29,none,white,"$0-$25,000",3,College Degree
0,0,PR2,527,46.309314586994724,0.03690685413005268,1,Fair,talent,happy,Male,52,none,white,"$25,000-$50,000",2,High School
1,0,PR2,611,53.69068541300527,0.03690685413005268,0,Unfair,luck,angry,Male,50,none,asian,"$25,000-$50,000",5,Graduate/Professional Degree
1,0,PR2,583,NA,NA,0,Unfair,luck,indifferent,Male,25,none,white,"$0-$25,000",3,Some College
0,0,RA2,523,47.93767186067828,0.02062328139321723,0,Unfair,luck,angry,Female,30,none,white,"$50,000-$75,000",1,College Degree
1,1,RA2,568,52.06232813932172,0.02062328139321723,1,Fair,talent,happy,Male,37,none,white,"$50,000-$75,000",4,College Degree
1,0,RA2,534,47.214854111405835,0.02785145888594165,0,Unfair,luck,sad,Male,29,protestant,white,"$50,000-$75,000",5,Some College
0,0,RA2,597,52.785145888594165,0.02785145888594165,1,Fair,talent,happy,Female,26,catholic,latino,"$50,000-$75,000",1,College Degree
1,0,RA2,528,47.01691896705254,0.029830810329474655,0,Fair,luck,sad,Female,36,none,white,"$25,000-$50,000",4,Some College
0,1,RA2,595,52.98308103294747,0.029830810329474655,1,Unfair,luck,happy,Male,24,protestant,white,"$0-$25,000",6,High School
1,0,RA2,558,49.910554561717355,8.944543828264262e-4,1,Fair,luck,happy,Female,41,catholic,white,"$0-$25,000",6,Some College
0,0,RA2,560,50.089445438282645,8.944543828264262e-4,0,Unfair,luck,angry,Female,29,none,white,"$0-$25,000",1,Graduate/Professional Degree
0,1,RA2,521,49.43074003795066,0.005692599620493399,1,Fair,luck,happy,Male,33,protestant,white,"$0-$25,000",3,College Degree
1,1,RA2,533,50.56925996204934,0.005692599620493399,0,Unfair,luck,sad,Female,30,protestant,white,"$25,000-$50,000",6,Some College
0,0,RA2,604,50.41736227045075,0.004173622704507496,1,Fair,talent,happy,Female,36,other,black,"$0-$25,000",1,Some College
1,0,RA2,594,49.58263772954925,0.004173622704507496,0,Fair,talent,indifferent,Male,43,other,white,"$25,000-$50,000",6,High School
0,0,RA2,553,53.12199807877042,0.03121998078770416,1,Fair,talent,happy,Male,61,protestant,white,"$0-$25,000",7,Some College
1,1,RA2,488,46.87800192122959,0.03121998078770416,0,Unfair,luck,angry,Male,25,other,white,"$0-$25,000",3,College Degree
0,0,RA2,565,50.85508550855086,0.008550855085508569,1,Fair,talent,happy,Female,35,none,white,"$75,000+",9,College Degree
1,0,RA2,546,49.14491449144914,0.008550855085508569,0,Fair,luck,indifferent,Male,26,catholic,latino,"$25,000-$50,000",7,Some College
0,0,RA2,548,49.10394265232975,0.008960573476702538,1,Fair,talent,happy,Female,48,protestant,white,"$25,000-$50,000",5,High School
1,0,RA2,568,50.89605734767025,0.008960573476702538,0,Fair,talent,indifferent,Female,37,none,white,"$50,000-$75,000",2,College Degree
1,1,RA2,533,47.717099373321396,0.022829006266786078,0,Unfair,luck,angry,Male,22,none,white,"$25,000-$50,000",8,Some College
0,0,RA2,584,52.28290062667861,0.022829006266786078,1,Fair,talent,happy,Female,63,protestant,white,"$25,000-$50,000",2,Some College
0,1,RE1,646,58.04132973944295,0.08041329739442948,1,Unfair,talent,happy,Male,39,none,white,"$0-$25,000",6,College Degree
1,1,RE1,467,41.95867026055705,0.08041329739442948,0,Unfair,luck,sad,Female,30,none,white,"$50,000-$75,000",4,Some College
0,1,RE1,545,46.7409948542024,0.032590051457976,0,Fair,luck,sad,Female,54,none,black,"$0-$25,000",1,Some College
0,0,RE1,516,44.2159383033419,0.05784061696658094,0,Fair,talent,indifferent,Female,51,none,white,"$50,000-$75,000",2,College Degree
1,1,RE1,621,53.2590051457976,0.032590051457976,1,Fair,rules,happy,Male,30,none,white,"$75,000+",6,Graduate/Professional Degree
1,1,RE1,651,55.78406169665809,0.05784061696658094,1,Unfair,talent,happy,Female,37,none,white,"$75,000+",2,College Degree
1,1,RE1,510,45.37366548042704,0.0462633451957295,0,Fair,talent,happy,Female,38,none,white,"$50,000-$75,000",2,Some College
0,0,RE1,614,54.62633451957295,0.0462633451957295,1,Fair,talent,happy,Female,38,protestant,white,"$0-$25,000",1,High School
0,1,RE1,672,56.75675675675676,0.06756756756756754,1,Fair,rules,happy,Male,53,protestant,white,"$25,000-$50,000",9,Some College
1,0,RE1,512,43.24324324324324,0.06756756756756754,0,Unfair,rules,sad,Male,31,protestant,white,"$0-$25,000",6,Graduate/Professional Degree
0,1,RE1,502,44.3071491615181,0.05692850838481911,0,Unfair,rules,angry,Male,25,none,white,"$25,000-$50,000",8,College Degree
1,1,RE1,631,55.69285083848191,0.05692850838481911,1,Unfair,rules,happy,Female,52,catholic,white,"$25,000-$50,000",7,College Degree
1,1,RE1,587,53.412192902638765,0.034121929026387665,1,Fair,luck,happy,Female,62,protestant,white,"$0-$25,000",4,Some College
0,0,RE1,512,46.58780709736124,0.034121929026387665,0,Fair,luck,sad,Male,55,protestant,white,"$25,000-$50,000",8,Some College
0,1,RE1,645,56.77816901408451,0.06778169014084512,1,Fair,talent,happy,Female,26,none,white,"$75,000+",2,High School
1,0,RE1,491,43.221830985915496,0.06778169014084512,0,Unfair,luck,angry,Female,55,none,white,"$75,000+",1,College Degree
0,1,RE1,558,NA,NA,1,Fair,rules,happy,Male,66,protestant,white,"$25,000-$50,000",9,Some College
1,0,RE2,673,62.08487084870848,0.12084870848708484,1,Unfair,rules,happy,Female,22,catholic,white,"$25,000-$50,000",5,Some College
0,1,RE2,411,37.91512915129152,0.12084870848708484,0,Unfair,rules,sad,Male,23,lutheran,white,"$75,000+",6,College Degree
1,1,RE2,691,59.262435677530014,0.09262435677530012,1,Unfair,luck,happy,Male,32,jewish,white,"$75,000+",6,Graduate/Professional Degree
0,1,RE2,475,40.737564322469986,0.09262435677530012,0,Unfair,luck,angry,Male,32,none,white,"$75,000+",1,College Degree
0,1,RE2,665,60.61987237921605,0.10619872379216044,1,Unfair,rules,happy,Female,26,none,white,"$50,000-$75,000",3,High School
1,1,RE2,432,39.38012762078395,0.10619872379216044,0,Unfair,rules,indifferent,Female,43,protestant,white,"$0-$25,000",4,College Degree
1,0,RE1,498,43.7609841827768,0.062390158172232035,0,Unfair,rules,angry,Male,34,none,white,"$25,000-$50,000",2,College Degree
0,0,RE1,640,56.239015817223205,0.062390158172232035,1,Unfair,rules,happy,Male,37,catholic,latino,"$25,000-$50,000",6,Some College
0,1,PR1,540,48.824593128390596,0.01175406871609408,0,Unfair,luck,angry,Male,29,protestant,white,"$25,000-$50,000",2,Some College
1,1,PR1,566,51.17540687160941,0.01175406871609408,1,Unfair,luck,indifferent,Female,25,none,white,"$25,000-$50,000",4,High School
0,0,PR1,524,49.621212121212125,0.0037878787878787845,0,Unfair,rules,indifferent,Female,37,catholic,latino,"$50,000-$75,000",8,High School
1,0,RE2,710,61.52512998266898,0.1152512998266898,1,Fair,luck,happy,Male,47,none,white,"$0-$25,000",1,High School
0,0,RE2,444,38.47487001733102,0.1152512998266898,0,Unfair,rules,indifferent,Female,46,none,white,"$25,000-$50,000",9,Some College
0,0,RA1,526,47.217235188509875,0.027827648114901238,1,Fair,talent,happy,Female,40,jewish,white,"$75,000+",1,College Degree
1,0,RA1,588,52.782764811490125,0.027827648114901238,0,Fair,talent,sad,Male,43,none,american indian,"$0-$25,000",1,Graduate/Professional Degree
1,0,PR1,532,50.378787878787875,0.0037878787878787845,1,Fair,talent,happy,Male,33,protestant,black,"$50,000-$75,000",2,College Degree
1,1,RE1,603,52.34375,0.0234375,1,Fair,rules,happy,Male,25,lutheran,white,"$75,000+",7,College Degree
0,0,RE1,549,47.65625,0.0234375,0,Unfair,rules,sad,Female,44,other,black,"$75,000+",1,College Degree
1,1,PR1,607,52.10300429184549,0.021030042918454894,1,Fair,luck,happy,Female,44,none,white,"$25,000-$50,000",1,College Degree
0,0,PR1,558,47.896995708154506,0.021030042918454894,0,Fair,talent,indifferent,Female,37,none,black,"$75,000+",1,Graduate/Professional Degree
1,1,RA1,580,50.25996533795494,0.0025996533795493715,0,Unfair,luck,angry,Female,31,protestant,black,"$0-$25,000",3,Some College
0,0,RA1,574,49.74003466204506,0.0025996533795493715,1,Fair,talent,indifferent,Female,24,protestant,asian,"$0-$25,000",5,College Degree
0,1,RA1,546,47.8108581436077,0.02189141856392296,1,Unfair,luck,indifferent,Male,29,none,white,"$50,000-$75,000",2,Graduate/Professional Degree
1,1,RA1,596,52.1891418563923,0.02189141856392296,0,Fair,luck,sad,Female,53,catholic,white,"$75,000+",2,Graduate/Professional Degree
1,0,RE2,475,42.486583184257604,0.07513416815742402,0,Unfair,luck,sad,Female,56,catholic,white,"$25,000-$50,000",9,Some College
0,0,RE2,643,57.5134168157424,0.07513416815742402,1,Unfair,rules,happy,Male,34,other,latino,"$25,000-$50,000",2,Graduate/Professional Degree
