personLabel,person_ID,genderLabel,nacionalidadLabel,occupationLabel,category,decade,birthyear,birthdate,birthdate2,birthcountry,birthplaceLabel,birthpoint,birthpoint2,lat_birth,lon_birth,deathyear,deathdate,deathplaceLabel,deathpoint,deathpoint2,lat_death,lon_death,languages,image,sitelink,Occupation1,Occupation2,Occupation3,Occupation4,Occupation5,Occupation6,Occupation7,Occupation8,Occupation9,Occupation10,Occupation11,Occupation12,Occupation13,Occupation14,Occupation15,Occupation16,Occupation17,Occupation18,Occupation19,Occupation20,Occupation21,Occupation22,Occupation23,Occupation24
Renato Hevia,http://www.wikidata.org/entity/Q5942048,masculino,Chile,"sacerdote, profesor universitario",Educación,1930,1936,1936-11-16T00:00:00Z,11/16/1936,http://www.wikidata.org/entity/Q298,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,,,,,,,,1,,https://es.wikipedia.org/wiki/Renato_Hevia,sacerdote, profesor universitario,,,,,,,,,,,,,,,,,,,,,,
Germán Miric Vega,http://www.wikidata.org/entity/Q5878745,masculino,Chile,"emprendedor, político, profesor",Educación,1930,1937,1937-03-19T00:00:00Z,3/19/1937,http://www.wikidata.org/entity/Q298,Antofagasta,Point(-70.398055555 -23.646388888),"-23.64638888, -70.398055555",-23.646,-70.398,,,,,,,,1,http://commons.wikimedia.org/wiki/Special:FilePath/Germ%C3%A1n%20Miri%C4%87%20en%20la%20biblioteca%20de%20su%20residencia%20en%20Larmahue%20en%202012.jpg,https://es.wikipedia.org/wiki/Germ%C3%A1n_Miric,emprendedor, político, profesor,,,,,,,,,,,,,,,,,,,,,
Julio Campos Ávila,http://www.wikidata.org/entity/Q117714240,masculino,Chile,"autor, político, profesor",Educación,1930,1939,1939-02-05T00:00:00Z,2/5/1939,http://www.wikidata.org/entity/Q298,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,,,,,,,,1,,https://es.wikipedia.org/wiki/Julio_Campos_%C3%81vila,autor, político, profesor,,,,,,,,,,,,,,,,,,,,,
Juan Luis Rojas Aguilar,http://www.wikidata.org/entity/Q6456036,masculino,Chile,catedrático,Educación,1940,1948,1948-05-16T00:00:00Z,5/16/1948,http://www.wikidata.org/entity/Q298,Taltal,Point(-70.466666666 -25.433333333),"-25.43333333, -70.466666666",-25.433,-70.467,,,,,,,,1,,https://es.wikipedia.org/wiki/Juan_Luis_Rojas_Aguilar,catedrático,,,,,,,,,,,,,,,,,,,,,,,
Manuel Leonidas Guerrero Ceballos,http://www.wikidata.org/entity/Q5993195,masculino,Chile,"profesor, catedrático",Educación,1940,1948,1948-06-25T00:00:00Z,6/25/1948,http://www.wikidata.org/entity/Q298,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,1985,1985-03-30T00:00:00Z,Quilicura,Point(-70.75 -33.366666666),"-33.36666666, -70.75",-33.367,-70.750,1,http://commons.wikimedia.org/wiki/Special:FilePath/Manuel%20Guerrero%20Ceballos.jpg,https://es.wikipedia.org/wiki/Manuel_Guerrero_Ceballos,profesor, catedrático,,,,,,,,,,,,,,,,,,,,,,
Alfonso Rene Chanfreau Oyarce,http://www.wikidata.org/entity/Q16145467,masculino,Francia,"estudiante universitario, estudiante",Educación,1950,1950,1950-12-22T00:00:00Z,12/22/1950,http://www.wikidata.org/entity/Q298,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,1974,1974-07-30T00:00:00Z,Independencia,Point(-70.664517326 -33.414622477),"-33.41462247, -70.664517326",-33.415,-70.665,1,,https://es.wikipedia.org/wiki/Alfonso_Chanfreau,estudiante universitario, estudiante,,,,,,,,,,,,,,,,,,,,,,
Albano Fioraso Chau,http://www.wikidata.org/entity/Q96624654,masculino,Chile,profesor,Educación,1950,1950,1950-09-12T00:00:00Z,9/12/1950,http://www.wikidata.org/entity/Q298,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,,,,,,,,1,,https://es.wikipedia.org/wiki/Albano_Fioraso_Chau,profesor,,,,,,,,,,,,,,,,,,,,,,,
Mario Peña Solari,http://www.wikidata.org/entity/Q85874254,masculino,Chile,estudiante,Educación,1950,1950,1950-01-01T00:00:00Z,1/1/1950,http://www.wikidata.org/entity/Q298,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,,,,,,,,1,,https://es.wikipedia.org/wiki/Mario_Pe%C3%B1a_Solari,estudiante,,,,,,,,,,,,,,,,,,,,,,,
Juan Carlos Castillo Boilet,http://www.wikidata.org/entity/Q28216375,masculino,Chile,"profesor, político municipal",Educación,1950,1953,1953-07-04T00:00:00Z,7/4/1953,http://www.wikidata.org/entity/Q298,Monte Patria,Point(-70.933333333 -30.683333333),"-30.68333333, -70.933333333",-30.683,-70.933,2017,2017-01-08T00:00:00Z,Monte Patria,Point(-70.933333333 -30.683333333),"-30.68333333, -70.933333333",-30.683,-70.933,1,,https://es.wikipedia.org/wiki/Juan_Carlos_Castillo_Boilet,profesor, político municipal,,,,,,,,,,,,,,,,,,,,,,
Felipeh Delfin,http://www.wikidata.org/entity/Q77254827,masculino,Chile,"político, profesor",Educación,1950,1958,1958-08-10T00:00:00Z,8/10/1958,http://www.wikidata.org/entity/Q298,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,,,,,,,,1,http://commons.wikimedia.org/wiki/Special:FilePath/LUIS%20FELIPE%20DELPIN%20AGUILAR%20%282020%29.png,https://es.wikipedia.org/wiki/Felipe_Delpin,político, profesor,,,,,,,,,,,,,,,,,,,,,,
Jose Joaquin Valenzuela Levi,http://www.wikidata.org/entity/Q5940811,masculino,Chile,"estudiante, militar",Educación,1950,1958,1958-01-01T00:00:00Z,1/1/1958,http://www.wikidata.org/entity/Q298,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,1987,1987-06-16T00:00:00Z,Conchalí,Point(-70.616666666 -33.35),"-33.3, -70.616666666",-33.300,-70.617,1,,https://es.wikipedia.org/wiki/Jos%C3%A9_Joaqu%C3%ADn_Valenzuela_Levi,estudiante, militar,,,,,,,,,,,,,,,,,,,,,,
Marcelo Esteban Barrios Andrade,http://www.wikidata.org/entity/Q20994913,masculino,Chile,"estudiante universitario, militar",Educación,1960,1967,1967-11-19T00:00:00Z,11/19/1967,http://www.wikidata.org/entity/Q298,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,1989,1989-08-31T00:00:00Z,Valparaíso,Point(-71.57347 -33.12984),"-33.1298, -71.57347",-33.130,-71.573,1,,https://es.wikipedia.org/wiki/Marcelo_Barrios_Andrade,estudiante universitario, militar,,,,,,,,,,,,,,,,,,,,,,
Miguel Vargas Correa,http://www.wikidata.org/entity/Q18630583,masculino,Chile,"político, profesor",Educación,1960,1967,1967-04-21T00:00:00Z,4/21/1967,http://www.wikidata.org/entity/Q298,Chañaral,Point(-70.6224 -26.3479),"-26.347, -70.6224",-26.347,-70.622,,,,,,,,1,http://commons.wikimedia.org/wiki/Special:FilePath/Miguel%20Vargas%20-%20Intendente%20Regi%C3%B3n%20de%20Atacama.jpg,https://es.wikipedia.org/wiki/Miguel_Vargas_Correa,político, profesor,,,,,,,,,,,,,,,,,,,,,,
Miguel Valderrama Castillo,http://www.wikidata.org/entity/Q41164425,masculino,Chile,"historiador, académico",Educación,1970,1971,1971-03-08T00:00:00Z,3/8/1971,http://www.wikidata.org/entity/Q298,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,,,,,,,,1,http://commons.wikimedia.org/wiki/Special:FilePath/Miguel%20Valderrama%20Castillo%202018.jpg,https://es.wikipedia.org/wiki/Miguel_Valderrama_Castillo,historiador, académico,,,,,,,,,,,,,,,,,,,,,,
Francisco Juan de la Carrera y Elguea,http://www.wikidata.org/entity/Q5866448,masculino,Chile,"político, militar",Ejército y seguridad,1650,1656,1656-04-10T00:00:00Z,4/10/1656,http://www.wikidata.org/entity/Q298,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,,,,,,,,1,,https://es.wikipedia.org/wiki/Francisco_Juan_de_la_Carrera_y_Elguea,político, militar,,,,,,,,,,,,,,,,,,,,,,
José Martínez de Vergara y Varas,http://www.wikidata.org/entity/Q18286709,masculino,Chile,militar,Ejército y seguridad,1680,1680,1680-01-01T00:00:00Z,1/1/1680,http://www.wikidata.org/entity/Q298,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,1756,1756-01-01T00:00:00Z,,,,,,1,,https://es.wikipedia.org/wiki/Jos%C3%A9_Mart%C3%ADnez_de_Vergara_y_Varas,militar,,,,,,,,,,,,,,,,,,,,,,,
Venancio Coñoepán,http://www.wikidata.org/entity/Q9092877,masculino,Chile,militar,Ejército y seguridad,1700,1701,1701-01-01T00:00:00Z,1/1/1701,http://www.wikidata.org/entity/Q298,Región de La Araucanía,Point(-72.666666666 -38.9),"-38, -72.666666666",-38.000,-72.667,1836,1836-01-01T00:00:00Z,,,,,,1,,https://es.wikipedia.org/wiki/Venancio_Co%C3%B1oep%C3%A1n,militar,,,,,,,,,,,,,,,,,,,,,,,
José Miguel Martínez de Vergara y Carbonell,http://www.wikidata.org/entity/Q18286700,masculino,Chile,militar,Ejército y seguridad,1710,1718,1718-01-01T00:00:00Z,1/1/1718,http://www.wikidata.org/entity/Q298,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,1773,1773-01-01T00:00:00Z,,,,,,1,,https://es.wikipedia.org/wiki/Jos%C3%A9_Miguel_Mart%C3%ADnez_de_Vergara_y_Carbonell,militar,,,,,,,,,,,,,,,,,,,,,,,
José Antonio Pérez García,http://www.wikidata.org/entity/Q28343246,masculino,España,"historiador, militar",Ejército y seguridad,1720,1726,1726-01-01T00:00:00Z,1/1/1726,http://www.wikidata.org/entity/Q29,Cantabria,Point(-4.0 43.333333333),"43.33333333, -4",43.333,-4.000,,,,,,,,1,,https://es.wikipedia.org/wiki/Jos%C3%A9_Antonio_P%C3%A9rez_Garc%C3%ADa,historiador, militar,,,,,,,,,,,,,,,,,,,,,,
Juan Antonio de Galleguillos y Godoy,http://www.wikidata.org/entity/Q21042633,masculino,Chile,"empresario, militar",Ejército y seguridad,1730,1732,1732-01-01T00:00:00Z,1/1/1732,http://www.wikidata.org/entity/Q298,La Serena,Point(-71.252 -29.9027),"-29.902, -71.252",-29.902,-71.252,1788,1788-01-01T00:00:00Z,,,,,,1,,https://es.wikipedia.org/wiki/Juan_Antonio_de_Galleguillos_y_Godoy,empresario, militar,,,,,,,,,,,,,,,,,,,,,,
Domingo Díaz de Salcedo Muñoz,http://www.wikidata.org/entity/Q5812762,masculino,Chile,"político, militar",Ejército y seguridad,1740,1745,1745-01-01T00:00:00Z,1/1/1745,http://www.wikidata.org/entity/Q29,Toledo,Point(-4.033333333 39.866666666),"39.86666666, -4.033333333",39.867,-4.033,1827,1827-01-01T00:00:00Z,,,,,,1,,https://es.wikipedia.org/wiki/Domingo_D%C3%ADaz_de_Salcedo_Mu%C3%B1oz,político, militar,,,,,,,,,,,,,,,,,,,,,,
José Vergara Silva,http://www.wikidata.org/entity/Q18286706,masculino,Chile,militar,Ejército y seguridad,1740,1746,1746-09-04T00:00:00Z,9/4/1746,http://www.wikidata.org/entity/Q298,Talca,Point(-71.665555555 -35.426944444),"-35.42694444, -71.665555555",-35.427,-71.666,1810,1810-11-14T00:00:00Z,Talca,Point(-71.665555555 -35.426944444),"-35.42694444, -71.665555555",-35.427,-71.666,1,,https://es.wikipedia.org/wiki/Jos%C3%A9_Vergara_Silva,militar,,,,,,,,,,,,,,,,,,,,,,,
Andrés Alcázar y Díez de Navarrete,http://www.wikidata.org/entity/Q5675528,masculino,Chile,"político, militar",Ejército y seguridad,1740,1747,1747-01-01T00:00:00Z,1/1/1747,http://www.wikidata.org/entity/Q298,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,1824,1824-01-01T00:00:00Z,Lima,Point(-77.0375 -12.06),"-12, -77.0375",-12.000,-77.038,1,,https://es.wikipedia.org/wiki/Andr%C3%A9s_Alc%C3%A1zar_y_D%C3%ADez_de_Navarrete,político, militar,,,,,,,,,,,,,,,,,,,,,,
Gregorio Henríquez,http://www.wikidata.org/entity/Q5885433,masculino,Chile,militar,Ejército y seguridad,1740,1748,1748-03-12T00:00:00Z,3/12/1748,http://www.wikidata.org/entity/Q298,Valdivia,Point(-73.2459 -39.8142),"-39.814, -73.2459",-39.814,-73.246,1823,1823-09-15T00:00:00Z,,,,,,1,,https://es.wikipedia.org/wiki/Gregorio_Henr%C3%ADquez,militar,,,,,,,,,,,,,,,,,,,,,,,
Feliciano Silva,http://www.wikidata.org/entity/Q55756716,masculino,Chile,"Intendente de la provincia de Colchagua, revolucionario, militar",Ejército y seguridad,1750,1750,1750-01-01T00:00:00Z,1/1/1750,http://www.wikidata.org/entity/Q298,San Fernando,Point(-70.9891 -34.5839),"-34.583, -70.9891",-34.583,-70.989,,,,,,,,1,,https://es.wikipedia.org/wiki/Feliciano_Silva,Intendente de la provincia de Colchagua, revolucionario, militar,,,,,,,,,,,,,,,,,,,,,
Juan José Urivi,http://www.wikidata.org/entity/Q65512486,masculino,Chile,militar,Ejército y seguridad,1750,1750,1750-01-01T00:00:00Z,1/1/1750,http://www.wikidata.org/entity/Q298,Concepción,Point(-73.050277777 -36.826944444),"-36.82694444, -73.050277777",-36.827,-73.050,,,,,,,,1,,https://es.wikipedia.org/wiki/Juan_Jos%C3%A9_Urivi,militar,,,,,,,,,,,,,,,,,,,,,,,
Martín Prats Urízar,http://www.wikidata.org/entity/Q56669804,masculino,Chile,"político, militar",Ejército y seguridad,1750,1750,1750-01-01T00:00:00Z,1/1/1750,http://www.wikidata.org/entity/Q298,San Felipe,Point(-70.7251 -32.7507),"-32.75, -70.7251",-32.750,-70.725,1832,1832-01-01T00:00:00Z,,,,,,1,,https://es.wikipedia.org/wiki/Mart%C3%ADn_Prats,político, militar,,,,,,,,,,,,,,,,,,,,,,
Vicente de la Cruz y Bahamonde,http://www.wikidata.org/entity/Q17274505,masculino,Chile,militar,Ejército y seguridad,1750,1753,1753-01-01T00:00:00Z,1/1/1753,http://www.wikidata.org/entity/Q298,Talca,Point(-71.665555555 -35.426944444),"-35.42694444, -71.665555555",-35.427,-71.666,1823,1823-10-27T00:00:00Z,Talca,Point(-71.665555555 -35.426944444),"-35.42694444, -71.665555555",-35.427,-71.666,1,,https://es.wikipedia.org/wiki/Vicente_de_la_Cruz,militar,,,,,,,,,,,,,,,,,,,,,,,
Judas Tadeo de los Reyes,http://www.wikidata.org/entity/Q5954111,masculino,Chile,militar,Ejército y seguridad,1750,1756,1756-08-03T00:00:00Z,8/3/1756,http://www.wikidata.org/entity/Q298,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,1827,1827-11-18T00:00:00Z,,,,,,1,http://commons.wikimedia.org/wiki/Special:FilePath/Retrato-del-Coronel-Judas-Tadeo.jpg,https://es.wikipedia.org/wiki/Judas_Tadeo_de_los_Reyes,militar,,,,,,,,,,,,,,,,,,,,,,,
Juan José Tortel Maschet,http://www.wikidata.org/entity/Q6455986,masculino,Chile,militar,Ejército y seguridad,1760,1763,1763-01-01T00:00:00Z,1/1/1763,http://www.wikidata.org/entity/Q142,Sena,Point(2.35 48.85),"48.8, 2.35",48.800,2.350,1842,1842-11-27T00:00:00Z,Valparaíso,Point(-71.619722222 -33.046111111),"-33.04611111, -71.619722222",-33.046,-71.620,1,http://commons.wikimedia.org/wiki/Special:FilePath/Juan%20Jos%C3%A9%20Tortel%20Maschet.jpg,https://es.wikipedia.org/wiki/Juan_Jos%C3%A9_Tortel_Maschet,militar,,,,,,,,,,,,,,,,,,,,,,,
Manuel Antonio Recabarren,http://www.wikidata.org/entity/Q5992211,masculino,Chile,"político, militar",Ejército y seguridad,1760,1769,1769-01-01T00:00:00Z,1/1/1769,http://www.wikidata.org/entity/Q298,La Serena,Point(-71.252 -29.9027),"-29.902, -71.252",-29.902,-71.252,1840,1840-10-26T00:00:00Z,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,1,,https://es.wikipedia.org/wiki/Manuel_Antonio_Recabarren,político, militar,,,,,,,,,,,,,,,,,,,,,,
Juan Antonio de Galleguillos y Corbalán-Castilla,http://www.wikidata.org/entity/Q21042632,masculino,Chile,"empresario, militar",Ejército y seguridad,1770,1770,1770-01-01T00:00:00Z,1/1/1770,http://www.wikidata.org/entity/Q298,La Serena,Point(-71.252 -29.9027),"-29.902, -71.252",-29.902,-71.252,1820,1820-01-01T00:00:00Z,La Serena,Point(-71.252 -29.9027),"-29.902, -71.252",-29.902,-71.252,1,,https://es.wikipedia.org/wiki/Juan_Antonio_de_Galleguillos_y_Corbal%C3%A1n-Castilla,empresario, militar,,,,,,,,,,,,,,,,,,,,,,
Joaquín Echeverría Larraín,http://www.wikidata.org/entity/Q5931911,masculino,Chile,"político, militar",Ejército y seguridad,1770,1774,1774-03-26T00:00:00Z,3/26/1774,http://www.wikidata.org/entity/Q298,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,1835,1835-01-01T00:00:00Z,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,1,,https://es.wikipedia.org/wiki/Joaqu%C3%ADn_Echeverr%C3%ADa_Larra%C3%ADn,político, militar,,,,,,,,,,,,,,,,,,,,,,
Mateo de la Cruz y Burgos,http://www.wikidata.org/entity/Q18222795,masculino,Chile,militar,Ejército y seguridad,1770,1776,1776-01-01T00:00:00Z,1/1/1776,http://www.wikidata.org/entity/Q298,Talca,Point(-71.665555555 -35.426944444),"-35.42694444, -71.665555555",-35.427,-71.666,1814,1814-08-30T00:00:00Z,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,1,,https://es.wikipedia.org/wiki/Mateo_de_la_Cruz,militar,,,,,,,,,,,,,,,,,,,,,,,
Juan de Dios Rivera y Freire de Andrade,http://www.wikidata.org/entity/Q17635719,masculino,Chile,"político, militar",Ejército y seguridad,1780,1787,1787-01-01T00:00:00Z,1/1/1787,http://www.wikidata.org/entity/Q298,Concepción,Point(-73.050277777 -36.826944444),"-36.82694444, -73.050277777",-36.827,-73.050,1843,1843-06-28T00:00:00Z,Concepción,Point(-73.050277777 -36.826944444),"-36.82694444, -73.050277777",-36.827,-73.050,1,,https://es.wikipedia.org/wiki/Juan_de_Dios_Rivera_y_Freire_de_Andrade,político, militar,,,,,,,,,,,,,,,,,,,,,,
Nicolás Maruri,http://www.wikidata.org/entity/Q6042356,masculino,Chile,militar,Ejército y seguridad,1780,1788,1788-01-01T00:00:00Z,1/1/1788,http://www.wikidata.org/entity/Q298,Concepción,Point(-73.050277777 -36.826944444),"-36.82694444, -73.050277777",-36.827,-73.050,1866,1866-01-01T00:00:00Z,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,1,,https://es.wikipedia.org/wiki/Nicol%C3%A1s_Maruri,militar,,,,,,,,,,,,,,,,,,,,,,,
Santiago Barrientos,http://www.wikidata.org/entity/Q24169381,masculino,España,"Compañía y antiguo Cuerpo de Reales Guardias  Alabarderos, militar",Ejército y seguridad,1780,1789,1789-01-01T00:00:00Z,1/1/1789,http://www.wikidata.org/entity/Q298,Castro,Point(-73.7643 -42.4824),"-42.482, -73.7643",-42.482,-73.764,1882,1882-01-01T00:00:00Z,Valdivia,Point(-73.2459 -39.8142),"-39.814, -73.2459",-39.814,-73.246,1,,https://es.wikipedia.org/wiki/Santiago_Barrientos,Compañía y antiguo Cuerpo de Reales Guardias  Alabarderos, militar,,,,,,,,,,,,,,,,,,,,,,
Fernando Márquez de la Plata Encalada,http://www.wikidata.org/entity/Q5859968,masculino,Chile,"político, militar",Ejército y seguridad,1790,1792,1792-01-01T00:00:00Z,1/1/1792,http://www.wikidata.org/entity/Q419,Lima,Point(-77.0375 -12.06),"-12, -77.0375",-12.000,-77.038,1863,1863-08-05T00:00:00Z,,,,,,1,,https://es.wikipedia.org/wiki/Fernando_M%C3%A1rquez_de_la_Plata_Encalada,político, militar,,,,,,,,,,,,,,,,,,,,,,
José Manuel Borgoño,http://www.wikidata.org/entity/Q5942001,masculino,Chile,militar,Ejército y seguridad,1790,1792,1792-01-01T00:00:00Z,1/1/1792,http://www.wikidata.org/entity/Q298,Petorca,Point(-70.933333333 -32.25),"-32.2, -70.933333333",-32.200,-70.933,1848,1848-03-29T00:00:00Z,,,,,,1,http://commons.wikimedia.org/wiki/Special:FilePath/Jos%C3%A9%20Manuel%20Borgo%C3%B1o%20Monvoisin.jpg,https://es.wikipedia.org/wiki/Jos%C3%A9_Manuel_Borgo%C3%B1o,militar,,,,,,,,,,,,,,,,,,,,,,,
José Antonio Lecaros Alcalde,http://www.wikidata.org/entity/Q5937920,masculino,Chile,"político, militar",Ejército y seguridad,1790,1798,1798-01-01T00:00:00Z,1/1/1798,http://www.wikidata.org/entity/Q298,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,1877,1877-06-18T00:00:00Z,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,1,,https://es.wikipedia.org/wiki/Jos%C3%A9_Antonio_Lecaros_Alcalde,político, militar,,,,,,,,,,,,,,,,,,,,,,
José Antonio Alemparte Vial,http://www.wikidata.org/entity/Q5402958,masculino,Chile,"empresario, militar, político",Ejército y seguridad,1790,1799,1799-04-01T00:00:00Z,4/1/1799,http://www.wikidata.org/entity/Q298,Concepción,Point(-73.050277777 -36.826944444),"-36.82694444, -73.050277777",-36.827,-73.050,1866,1866-11-06T00:00:00Z,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,1,http://commons.wikimedia.org/wiki/Special:FilePath/DiegoPortales.jpg,https://es.wikipedia.org/wiki/Jos%C3%A9_Antonio_Alemparte_Vial,empresario, militar, político,,,,,,,,,,,,,,,,,,,,,
Juan de Dios de Larraín y Aguirre,http://www.wikidata.org/entity/Q24943184,masculino,Chile,militar,Ejército y seguridad,1790,1799,1799-01-01T00:00:00Z,1/1/1799,http://www.wikidata.org/entity/Q298,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,1818,1818-03-19T00:00:00Z,Cancha Rayada,Point(-71.645841666 -35.405491666),"-35.40549166, -71.645841666",-35.405,-71.646,1,,https://es.wikipedia.org/wiki/Juan_de_Dios_de_Larra%C3%ADn_y_Aguirre,militar,,,,,,,,,,,,,,,,,,,,,,,
Pedro Angulo Novoa,http://www.wikidata.org/entity/Q6068130,masculino,Chile,militar,Ejército y seguridad,1790,1799,1799-01-01T00:00:00Z,1/1/1799,http://www.wikidata.org/entity/Q298,Concepción,Point(-73.050277777 -36.826944444),"-36.82694444, -73.050277777",-36.827,-73.050,1859,1859-05-26T00:00:00Z,Valparaíso,Point(-71.619722222 -33.046111111),"-33.04611111, -71.619722222",-33.046,-71.620,1,http://commons.wikimedia.org/wiki/Special:FilePath/Pedro%20Angulo%20Novoa.jpg,https://es.wikipedia.org/wiki/Pedro_Angulo_Novoa,militar,,,,,,,,,,,,,,,,,,,,,,,
Ramón Herrera,http://www.wikidata.org/entity/Q6099711,masculino,Chile,militar,Ejército y seguridad,1790,1799,1799-12-07T00:00:00Z,12/7/1799,http://www.wikidata.org/entity/Q298,Chile,Point(-71.0 -33.0),"-33, -71",-33.000,-71.000,1882,1882-01-01T00:00:00Z,Florencia,Point(11.254166666 43.771388888),"43.77138888, 11.254166666",43.771,11.254,1,http://commons.wikimedia.org/wiki/Special:FilePath/Ramon%20Herrera.png,https://es.wikipedia.org/wiki/Ram%C3%B3n_Herrera_y_Rodado,militar,,,,,,,,,,,,,,,,,,,,,,,
Bernardo de las Cuevas y Ladrón de Guevara,http://www.wikidata.org/entity/Q24085008,masculino,Chile,militar,Ejército y seguridad,1800,1800,1800-01-01T00:00:00Z,1/1/1800,http://www.wikidata.org/entity/Q298,Doñihue,Point(-70.966666666 -34.233333333),"-34.23333333, -70.966666666",-34.233,-70.967,1814,1814-10-02T00:00:00Z,Rancagua,Point(-70.739805555 -34.165388888),"-34.16538888, -70.739805555",-34.165,-70.740,1,,https://es.wikipedia.org/wiki/Bernardo_de_las_Cuevas,militar,,,,,,,,,,,,,,,,,,,,,,,
José María del Canto Marín de Poveda,http://www.wikidata.org/entity/Q5943775,masculino,Chile,militar,Ejército y seguridad,1800,1800,1800-11-01T00:00:00Z,11/1/1800,http://www.wikidata.org/entity/Q298,Angol,Point(-72.7086 -37.7988),"-37.798, -72.7086",-37.798,-72.709,1877,1877-05-21T00:00:00Z,,,,,,1,,https://es.wikipedia.org/wiki/Jos%C3%A9_Mar%C3%ADa_del_Canto_Mar%C3%ADn_de_Poveda,militar,,,,,,,,,,,,,,,,,,,,,,,
Pedro Godoy Palacios,http://www.wikidata.org/entity/Q6068946,masculino,Chile,"político, militar",Ejército y seguridad,1800,1801,1801-12-04T00:00:00Z,12/4/1801,http://www.wikidata.org/entity/Q298,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,1883,1883-02-14T00:00:00Z,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,1,,https://es.wikipedia.org/wiki/Pedro_Godoy_Palacios,político, militar,,,,,,,,,,,,,,,,,,,,,,
Juan Vidaurre-Leal Morla,http://www.wikidata.org/entity/Q5952834,masculino,Chile,militar,Ejército y seguridad,1800,1802,1802-01-01T00:00:00Z,1/1/1802,http://www.wikidata.org/entity/Q298,Concepción,Point(-73.050277777 -36.826944444),"-36.82694444, -73.050277777",-36.827,-73.050,1859,1859-09-18T00:00:00Z,Valparaíso,Point(-71.619722222 -33.046111111),"-33.04611111, -71.619722222",-33.046,-71.620,1,http://commons.wikimedia.org/wiki/Special:FilePath/Juan%20Vidaurre-Leal%20Morla%20-%20BNC%20%28cropped%29.jpg,https://es.wikipedia.org/wiki/Juan_Vidaurre-Leal,militar,,,,,,,,,,,,,,,,,,,,,,,
Juan Jarpa,http://www.wikidata.org/entity/Q5950117,masculino,Chile,líder militar,Ejército y seguridad,1800,1804,1804-01-31T00:00:00Z,1/31/1804,http://www.wikidata.org/entity/Q298,Chillán Viejo,Point(-72.1317 -36.6229),"-36.622, -72.1317",-36.622,-72.132,1876,1876-12-02T00:00:00Z,,,,,,1,http://commons.wikimedia.org/wiki/Special:FilePath/Juan%20Manuel%20Jarpa%20Caama%C3%B1o.jpg,https://es.wikipedia.org/wiki/Juan_Jarpa,líder militar,,,,,,,,,,,,,,,,,,,,,,,
Pedro Uriarte,http://www.wikidata.org/entity/Q6070283,masculino,Chile,militar,Ejército y seguridad,1800,1805,1805-01-01T00:00:00Z,1/1/1805,http://www.wikidata.org/entity/Q298,Valparaíso,Point(-71.619722222 -33.046111111),"-33.04611111, -71.619722222",-33.046,-71.620,1834,1834-01-01T00:00:00Z,,,,,,1,,https://es.wikipedia.org/wiki/Pedro_Uriarte,militar,,,,,,,,,,,,,,,,,,,,,,,
Santiago Florín,http://www.wikidata.org/entity/Q20015099,masculino,Chile,militar,Ejército y seguridad,1810,1813,1813-08-26T00:00:00Z,8/26/1813,http://www.wikidata.org/entity/Q298,Valdivia,Point(-73.2459 -39.8142),"-39.814, -73.2459",-39.814,-73.246,1837,1837-07-04T00:00:00Z,Valparaíso,Point(-71.619722222 -33.046111111),"-33.04611111, -71.619722222",-33.046,-71.620,1,,https://es.wikipedia.org/wiki/Santiago_Flor%C3%ADn,militar,,,,,,,,,,,,,,,,,,,,,,,
